"operon","genes"
"[[gene|yugU]]->[[gene|yuzH]]","[[gene|yugU]]-[[gene|yuzH]]"
"[[gene|bsrD]]","[[gene|bsrD]]"
"[[gene|sigL]]","[[gene|sigL]]"
"[[gene|hpf]]","[[gene|hpf]]"
"[[gene|ssuB]]→[[gene|ygaN]]","[[gene|ssuB]]-[[gene|ssuA]]-[[gene|ssuC]]-[[gene|ssuD]]-[[gene|ygaN]]"
"[[gene|sacP]]→[[gene|ywdA]]","[[gene|sacP]]-[[gene|sacA]]-[[gene|ywdA]]"
"[[gene|yuxN]]","[[gene|yuxN]]"
"[[gene|ykzQ]]","[[gene|ykzQ]]"
"[[gene|papB]]→[[gene|glcT]]","[[gene|papB]]-[[gene|ykvZ]]-[[gene|glcT]]"
"[[gene|ydfQ]]","[[gene|ydfQ]]"
"[[gene|hemQ]]","[[gene|hemQ]]"
"[[gene|yuiC]]","[[gene|yuiC]]"
"[[gene|yaaC]]","[[gene|yaaC]]"
"[[gene|rbsR]]→[[gene|rbsB]]","[[gene|rbsR]]-[[gene|rbsK]]-[[gene|rbsD]]-[[gene|rbsA]]-[[gene|rbsC]]-[[gene|rbsB]]"
"[[gene|yhaZ]]","[[gene|yhaZ]]"
"[[gene|yjzJ]]→[[gene|xtrA]]","[[gene|yjzJ]]-[[gene|xkdB]]-[[gene|xkdC]]-[[gene|ykzK]]-[[gene|xkdD]]-[[gene|xtrA]]"
"[[gene|ysnB]]","[[gene|ysnB]]"
"[[gene|brxA]]→[[gene|ypiP]]","[[gene|brxA]]-[[gene|ypiP]]"
"[[gene|yyzM]]→[[gene|rpsR]]","[[gene|yyzM]]-[[gene|yyaE]]-[[gene|yyaF]]-[[gene|rpsF]]-[[gene|ssbA]]-[[gene|rpsR]]"
"[[gene|rnpB]]→[[gene|ypsC]]","[[gene|rnpB]]-[[gene|ypsC]]"
"[[gene|iolW]]","[[gene|iolW]]"
"[[gene|pucH]]","[[gene|pucH]]"
"[[gene|yddN]]","[[gene|yddN]]"
"[[gene|ywiB]]→[[gene|argS]]","[[gene|ywiB]]-[[gene|argS]]"
"[[gene|ispA]]","[[gene|ispA]]"
"[[gene|pgcA]]","[[gene|pgcA]]"
"[[gene|yvpB]]→[[gene|pelC]]","[[gene|yvpB]]-[[gene|pelC]]"
"[[gene|ydhI]]->[[gene|ydhH]]","[[gene|ydhI]]-[[gene|ydhH]]"
"[[gene|rel]]→[[gene|dtd]]","[[gene|rel]]-[[gene|dtd]]"
"[[gene|yuzJ]]","[[gene|yuzJ]]"
"[[gene|yfhP]]","[[gene|yfhP]]"
"[[gene|ywrO]]","[[gene|ywrO]]"
"[[gene|ywpB]]→[[gene|mscL]]","[[gene|ywpB]]-[[gene|mscL]]"
"[[gene|tpx]]","[[gene|tpx]]"
"[[gene|hbuT]]→[[gene|yxjF]]","[[gene|hbuT]]-[[gene|scoA]]-[[gene|scoB]]-[[gene|yxjF]]"
"[[gene|ptsH]]→[[gene|ptsI]]","[[gene|ptsH]]-[[gene|ptsI]]"
"[[gene|pbpG]]","[[gene|pbpG]]"
"[[gene|nhaK]]","[[gene|nhaK]]"
"[[gene|yhdY]]","[[gene|yhdY]]"
"[[gene|rnhC]]","[[gene|rnhC]]"
"[[gene|treP]]→[[gene|treR]]","[[gene|treP]]-[[gene|treA]]-[[gene|treR]]"
"[[gene|fadF]]→[[gene|rpoE]]","[[gene|fadF]]-[[gene|acdA]]-[[gene|rpoE]]"
"[[gene|fabL]]→[[gene|sspE]]","[[gene|fabL]]-[[gene|sspE]]"
"[[gene|yjgB]]→[[gene|yjgA]]","[[gene|yjgB]]-[[gene|yjgA]]"
"[[gene|yodH]]→[[gene|yodI]]","[[gene|yodH]]-[[gene|yodI]]"
"[[gene|lysA]]","[[gene|lysA]]"
"[[gene|yrkP]]→[[gene|yrkR]]","[[gene|yrkP]]-[[gene|yrkQ]]-[[gene|yrkR]]"
"[[gene|refZ]]","[[gene|refZ]]"
"[[gene|opuCA]]→[[gene|opuCD]]","[[gene|opuCA]]-[[gene|opuCB]]-[[gene|opuCC]]-[[gene|opuCD]]"
"[[gene|mraZ]]→[[gene|pbpB]]","[[gene|mraZ]]-[[gene|rsmH]]-[[gene|ftsL]]-[[gene|pbpB]]"
"[[gene|yoxD]]","[[gene|yoxD]]"
"[[gene|sdpR]]→[[gene|sdpI]]","[[gene|sdpR]]-[[gene|sdpI]]"
"[[gene|mgtE]]","[[gene|mgtE]]"
"[[gene|yhaL]]","[[gene|yhaL]]"
"[[gene|rplK]]->[[gene|rplL]]","[[gene|rplK]]-[[gene|rplA]]-[[gene|BSU_misc_RNA_3]]-[[gene|rplJ]]-[[gene|rplL]]"
"[[gene|yjcL]]→[[gene|yjcK]]","[[gene|yjcL]]-[[gene|yjcK]]"
"[[gene|coiA]]","[[gene|coiA]]"
"[[gene|ascR]]","[[gene|ascR]]"
"[[gene|ezrA]]","[[gene|ezrA]]"
"[[gene|yraH]]","[[gene|yraH]]"
"[[gene|yeeF]]→[[gene|yezG]]","[[gene|yeeF]]-[[gene|yezG]]"
"[[gene|ydeP]]","[[gene|ydeP]]"
"[[gene|yqeZ]]→[[gene|yqfB]]","[[gene|yqeZ]]-[[gene|floA]]-[[gene|yqfB]]"
"[[gene|bpsA]]→[[gene|bpsB]]","[[gene|bpsA]]-[[gene|bpsB]]"
"[[gene|yndM]]","[[gene|yndM]]"
"[[gene|dat]]","[[gene|dat]]"
"[[gene|ypjP]]→[[gene|ypkP]]","[[gene|ypjP]]-[[gene|ypjQ]]-[[gene|thyB]]-[[gene|dfrA]]-[[gene|ypkP]]"
"[[gene|ohrB]]","[[gene|ohrB]]"
"[[gene|yjzE]]","[[gene|yjzE]]"
"[[gene|trmK]]-[[gene|yqfO]]","[[gene|trmK]]-[[gene|yqfO]]"
"[[gene|yitS]]","[[gene|yitS]]"
"[[gene|yisN]]","[[gene|yisN]]"
"[[gene|ymaG]]","[[gene|ymaG]]"
"[[gene|yhxD]]","[[gene|yhxD]]"
"[[gene|ypvA]]","[[gene|ypvA]]"
"[[gene|rnmV]]→[[gene|ksgA]]","[[gene|rnmV]]-[[gene|ksgA]]"
"[[gene|spsA]]→[[gene|spsL]]","[[gene|spsA]]-[[gene|spsB]]-[[gene|spsC]]-[[gene|spsD]]-[[gene|spsE]]-[[gene|spsF]]-[[gene|spsG]]-[[gene|spsI]]-[[gene|spsJ]]-[[gene|spsK]]-[[gene|spsL]]"
"[[gene|opcR]]","[[gene|opcR]]"
"[[gene|cspR]]","[[gene|cspR]]"
"[[gene|chaA]]→[[gene|yfkD]]","[[gene|chaA]]-[[gene|yfkD]]"
"[[gene|ywlB]]","[[gene|ywlB]]"
"[[gene|ylbH]]→[[gene|ylbI]]","[[gene|ylbH]]-[[gene|ylbI]]"
"[[gene|ydfS]]","[[gene|ydfS]]"
"[[gene|ywzC]]→[[gene|ywgA]]","[[gene|ywzC]]-[[gene|ywfO]]-[[gene|ywgA]]"
"[[gene|lipL]]","[[gene|lipL]]"
"[[gene|phoH]]","[[gene|phoH]]"
"[[gene|galE]]","[[gene|galE]]"
"[[gene|yezD]]→[[gene|yetJ]]","[[gene|yezD]]-[[gene|yetJ]]"
"[[gene|yutH]]→[[gene|thrB]]","[[gene|yutH]]-[[gene|hom]]-[[gene|thrC]]-[[gene|thrB]]"
"[[gene|csgA]]→[[gene|ybxH]]","[[gene|csgA]]-[[gene|ybxH]]"
"[[gene|tetL]]→[[gene|tetB]]","[[gene|tetL]]-[[gene|tetB]]"
"[[gene|ycgF]]→[[gene|ycgG]]","[[gene|ycgF]]-[[gene|ycgG]]"
"[[gene|yozO]]","[[gene|yozO]]"
"[[gene|reoM]]->[[gene|yrzB]]","[[gene|reoM]]-[[gene|yrrK]]-[[gene|yrzB]]"
"[[gene|ywkF]]","[[gene|ywkF]]"
"[[gene|ykoJ]]","[[gene|ykoJ]]"
"[[gene|rhiL]]→[[gene|yesZ]]","[[gene|rhiL]]-[[gene|rhiF]]-[[gene|rhiG]]-[[gene|rhiN]]-[[gene|rhgR]]-[[gene|yesT]]-[[gene|yesU]]-[[gene|yesV]]-[[gene|yesW]]-[[gene|yesX]]-[[gene|yesY]]-[[gene|yesZ]]"
"[[gene|ppiB]]","[[gene|ppiB]]"
"[[gene|minJ]]","[[gene|minJ]]"
"[[gene|cpgA]]","[[gene|cpgA]]"
"[[gene|uxaC]]→[[gene|uxaA]]","[[gene|uxaC]]-[[gene|yjmB]]-[[gene|yjmC]]-[[gene|yjmD]]-[[gene|uxuA]]-[[gene|yjmF]]-[[gene|exuT]]-[[gene|exuR]]-[[gene|uxaB]]-[[gene|uxaA]]"
"[[gene|ylaF]]","[[gene|ylaF]]"
"[[gene|yfjR]]","[[gene|yfjR]]"
"[[gene|fapR]]→[[gene|acpA]]","[[gene|fapR]]-[[gene|plsX]]-[[gene|fabD]]-[[gene|fabG]]-[[gene|acpA]]"
"[[gene|tagD]]→[[gene|tagH]]","[[gene|tagD]]-[[gene|tagE]]-[[gene|tagF]]-[[gene|tagG]]-[[gene|tagH]]"
"[[gene|yrzR]]→[[gene|yrzQ]]","[[gene|yrzR]]-[[gene|yrzQ]]"
"[[gene|valS]]→[[gene|folC]]","[[gene|valS]]-[[gene|folC]]"
"[[gene|malK]]→[[gene|malR]]","[[gene|malK]]-[[gene|malR]]"
"[[gene|pycA]]","[[gene|pycA]]"
"[[gene|ykoX]]→[[gene|meeY]]","[[gene|ykoX]]-[[gene|meeY]]"
"[[gene|tenA]]→[[gene|thiD]]","[[gene|tenA]]-[[gene|tenI]]-[[gene|thiO]]-[[gene|thiS]]-[[gene|thiG]]-[[gene|thiF]]-[[gene|thiD]]"
"[[gene|yhfA]]→[[gene|sndC]]","[[gene|yhfA]]-[[gene|sndC]]"
"[[gene|yeeI]]","[[gene|yeeI]]"
"[[gene|yjzH]]","[[gene|yjzH]]"
"[[gene|ywmC]]","[[gene|ywmC]]"
"[[gene|yfiF]]","[[gene|yfiF]]"
"[[gene|yraI]]→[[gene|yraJ]]","[[gene|yraI]]-[[gene|yraJ]]"
"[[gene|yraN]]→[[gene|yraO]]","[[gene|yraN]]-[[gene|yraO]]"
"[[gene|ydaD]]→[[gene|ydaG]]","[[gene|ydaD]]-[[gene|ydaE]]-[[gene|ydaF]]-[[gene|ydaG]]"
"[[gene|yjzC]]","[[gene|yjzC]]"
"[[gene|ylxS]]→[[gene|rbfA]]","[[gene|ylxS]]-[[gene|nusA]]-[[gene|rnpM]]-[[gene|rplGA]]-[[gene|infB]]-[[gene|ylxP]]-[[gene|rbfA]]"
"[[gene|sigG]]","[[gene|sigG]]"
"[[gene|yheC]]→[[gene|yheD]]","[[gene|yheC]]-[[gene|yheD]]"
"[[gene|citS]]→[[gene|yflP]]","[[gene|citS]]-[[gene|citT]]-[[gene|yflP]]"
"[[gene|ywpF]]","[[gene|ywpF]]"
"[[gene|ydzK]]","[[gene|ydzK]]"
"[[gene|ykpA]]→[[gene|ykpB]]","[[gene|ykpA]]-[[gene|ykpB]]"
"[[gene|ylbD]]→[[gene|ylbE]]","[[gene|ylbD]]-[[gene|ylbE]]"
"[[gene|feuA]]→[[gene|ybbA]]","[[gene|feuA]]-[[gene|feuB]]-[[gene|feuC]]-[[gene|ybbA]]"
"[[gene|ywzB]]→[[gene|murAA]]","[[gene|ywzB]]-[[gene|spoIIT]]-[[gene|murAA]]"
"[[gene|sspF]]","[[gene|sspF]]"
"[[gene|yngL]]","[[gene|yngL]]"
"[[gene|lutP]]","[[gene|lutP]]"
"[[gene|cotV]]→[[gene|cotX]]","[[gene|cotV]]-[[gene|cotW]]-[[gene|cotX]]"
"[[gene|ylyA]]","[[gene|ylyA]]"
"[[gene|ytzJ]]","[[gene|ytzJ]]"
"[[gene|ydhK]]","[[gene|ydhK]]"
"[[gene|cotU]]","[[gene|cotU]]"
"[[gene|yhxC]]","[[gene|yhxC]]"
"[[gene|fabHB]]","[[gene|fabHB]]"
"[[gene|ywpE]]","[[gene|ywpE]]"
"[[gene|sigH]]→[[gene|secE]]","[[gene|sigH]]-[[gene|rpmGB]]-[[gene|secE]]"
"[[gene|yhdX]]","[[gene|yhdX]]"
"[[gene|yetN]]","[[gene|yetN]]"
"[[gene|psdA]]→[[gene|psdB]]","[[gene|psdA]]-[[gene|psdB]]"
"[[gene|dtpT]]","[[gene|dtpT]]"
"[[gene|rmgR]]","[[gene|rmgR]]"
"[[gene|rrnE-16S]]->[[gene|rrnE-5S]]","[[gene|rrnE-16S]]-[[gene|rrnE-23S]]-[[gene|rrnE-5S]]"
"[[gene|mrgA]]","[[gene|mrgA]]"
"[[gene|yaaA]]→[[gene|gyrA]]","[[gene|yaaA]]-[[gene|recF]]-[[gene|remB]]-[[gene|gyrB]]-[[gene|gyrA]]"
"[[gene|ydzH]]","[[gene|ydzH]]"
"[[gene|ygaE]]","[[gene|ygaE]]"
"[[gene|ypbG]]","[[gene|ypbG]]"
"[[gene|ftsA]]→[[gene|ftsZ]]","[[gene|ftsA]]-[[gene|ftsZ]]"
"[[gene|yopQ]]→[[gene|mrpR]]","[[gene|yopQ]]-[[gene|mrpR]]"
"[[gene|ptsA]]","[[gene|ptsA]]"
"[[gene|ytcI]]→[[gene|ytcJ]]","[[gene|ytcI]]-[[gene|ytcJ]]"
"[[gene|ypiP]]","[[gene|ypiP]]"
"[[gene|yuzN]]→[[gene|glxB]]","[[gene|yuzN]]-[[gene|glxB]]"
"[[gene|ycgT]]","[[gene|ycgT]]"
"[[gene|yqjM]]","[[gene|yqjM]]"
"[[gene|yezC]]","[[gene|yezC]]"
"[[gene|sigW]]→[[gene|rsiW]]","[[gene|sigW]]-[[gene|rsiW]]"
"[[gene|yheE]]","[[gene|yheE]]"
"[[gene|htrB]]","[[gene|htrB]]"
"[[gene|metI]]→[[gene|metC]]","[[gene|metI]]-[[gene|metC]]"
"[[gene|yorD]]","[[gene|yorD]]"
"[[gene|yqaR]]","[[gene|yqaR]]"
"[[gene|sknR]]","[[gene|sknR]]"
"[[gene|yqgX]]","[[gene|yqgX]]"
"[[gene|yqfQ]]","[[gene|yqfQ]]"
"[[gene|spoVS]]","[[gene|spoVS]]"
"[[gene|sda]]","[[gene|sda]]"
"[[gene|mprF]]","[[gene|mprF]]"
"[[gene|ybgG]]→[[gene|ybgF]]","[[gene|ybgG]]-[[gene|ybgF]]"
"[[gene|yhzC]]","[[gene|yhzC]]"
"[[gene|ctpB]]","[[gene|ctpB]]"
"[[gene|yqxC]]","[[gene|yqxC]]"
"[[gene|ycgG]]","[[gene|ycgG]]"
"[[gene|yugF]]","[[gene|yugF]]"
"[[gene|sftA]]→[[gene|murC]]","[[gene|sftA]]-[[gene|murC]]"
"[[gene|ypuD]]","[[gene|ypuD]]"
"[[gene|rpsT]]","[[gene|rpsT]]"
"[[gene|glsA]]→[[gene|glnT]]","[[gene|glsA]]-[[gene|glnT]]"
"[[gene|alsR]]→[[gene|ywrK]]","[[gene|alsR]]-[[gene|ywrK]]"
"[[gene|ytrH]]→[[gene|ytrI]]","[[gene|ytrH]]-[[gene|ytrI]]"
"[[gene|rpoB]]→[[gene|rpoC]]","[[gene|rpoB]]-[[gene|rpoC]]"
"[[gene|yjbA]]","[[gene|yjbA]]"
"[[gene|trpE]]→[[gene|aroE]]","[[gene|trpE]]-[[gene|trpD]]-[[gene|trpC]]-[[gene|trpF]]-[[gene|trpB]]-[[gene|trpA]]-[[gene|hisC]]-[[gene|tyrA]]-[[gene|aroE]]"
"[[gene|nfrA]]→[[gene|ywcH]]","[[gene|nfrA]]-[[gene|ywcH]]"
"[[gene|yisK]]->[[gene|yisL]]","[[gene|yisK]]-[[gene|yisL]]"
"[[gene|cshB]]-[[gene|nfo]]","[[gene|cshB]]-[[gene|nfo]]"
"[[gene|yqhS]]→[[gene|efp]]","[[gene|yqhS]]-[[gene|papA]]-[[gene|efp]]"
"[[gene|csoR]]→[[gene|copA]]","[[gene|csoR]]-[[gene|copZ]]-[[gene|copA]]"
"[[gene|melR]]→[[gene|melA]]","[[gene|melR]]-[[gene|melE]]-[[gene|melD]]-[[gene|melC]]-[[gene|melA]]"
"[[gene|yyzH]]","[[gene|yyzH]]"
"[[gene|yyaF]]→[[gene|rpsR]]","[[gene|yyaF]]-[[gene|rpsF]]-[[gene|ssbA]]-[[gene|rpsR]]"
"[[gene|ykuE]]→[[gene|ykuC]]","[[gene|ykuE]]-[[gene|ldt]]-[[gene|ykuC]]"
"[[gene|ydgG]]→[[gene|ydgH]]","[[gene|ydgG]]-[[gene|ydgH]]"
"[[gene|acsA]]→[[gene|tyrS]]","[[gene|acsA]]-[[gene|ytzK]]-[[gene|tyrS]]"
"[[gene|iseA]]","[[gene|iseA]]"
"[[gene|yheB]]→[[gene|yheA]]","[[gene|yheB]]-[[gene|yheA]]"
"[[gene|yuzB]]","[[gene|yuzB]]"
"[[gene|yjqC]]","[[gene|yjqC]]"
"[[gene|yngJ]]→[[gene|yngE]]","[[gene|yngJ]]-[[gene|yngI]]-[[gene|yngH]]-[[gene|yngHB]]-[[gene|yngG]]-[[gene|yngF]]-[[gene|yngE]]"
"[[gene|yebD]]","[[gene|yebD]]"
"[[gene|yflJ]]","[[gene|yflJ]]"
"[[gene|cysH]]→[[gene|ylnF]]","[[gene|cysH]]-[[gene|cysP]]-[[gene|sat]]-[[gene|cysC]]-[[gene|ylnD]]-[[gene|sirB]]-[[gene|ylnF]]"
"[[gene|ycgS]]->[[gene|ycgQ]]","[[gene|ycgS]]-[[gene|ycgR]]-[[gene|ycgQ]]"
"[[gene|yydK]]→[[gene|yyzN]]","[[gene|yydK]]-[[gene|yyzN]]"
"[[gene|sweD]]→[[gene|sweC]]","[[gene|sweD]]-[[gene|sweC]]"
"[[gene|yrpB]]","[[gene|yrpB]]"
"[[gene|groES]]→[[gene|groEL]]","[[gene|groES]]-[[gene|groEL]]"
"[[gene|pfkA]]→[[gene|ytzA]]","[[gene|pfkA]]-[[gene|pyk]]-[[gene|ytzA]]"
"[[gene|khtS]]→[[gene|khtU]]","[[gene|khtS]]-[[gene|khtT]]-[[gene|khtU]]"
"[[gene|natR]]→[[gene|natK]]","[[gene|natR]]-[[gene|natK]]"
"[[gene|yitG]]→[[gene|yitF]]","[[gene|yitG]]-[[gene|yitF]]"
"[[gene|mutS]]→[[gene|mutL]]","[[gene|mutS]]-[[gene|mutL]]"
"[[gene|ykzI]]","[[gene|ykzI]]"
"[[gene|bdhA]]","[[gene|bdhA]]"
"[[gene|splA]]→[[gene|splB]]","[[gene|splA]]-[[gene|splB]]"
"[[gene|ypuF]]","[[gene|ypuF]]"
"[[gene|thrS]]","[[gene|thrS]]"
"[[gene|yhdB]]","[[gene|yhdB]]"
"[[gene|yyaO]]","[[gene|yyaO]]"
"[[gene|sspG]]→[[gene|yurS]]","[[gene|sspG]]-[[gene|yurS]]"
"[[gene|yitI]]→[[gene|yitH]]","[[gene|yitI]]-[[gene|yitH]]"
"[[gene|ytrG]]→[[gene|ytrF]]","[[gene|ytrG]]-[[gene|ytrA]]-[[gene|ytrB]]-[[gene|ytrC]]-[[gene|ytrD]]-[[gene|ytrE]]-[[gene|ytrF]]"
"[[gene|ysxD]]","[[gene|ysxD]]"
"[[gene|dtrR]]→[[gene|tyrZ]]","[[gene|dtrR]]-[[gene|tyrZ]]"
"[[gene|ycgB]]→[[gene|amyE]]","[[gene|ycgB]]-[[gene|amyE]]"
"[[gene|dacF]]→[[gene|sigF]]","[[gene|dacF]]-[[gene|spoIIAA]]-[[gene|spoIIAB]]-[[gene|sigF]]"
"[[gene|proH]]→[[gene|proJ]]","[[gene|proH]]-[[gene|proJ]]"
"[[gene|rpoY]]→[[gene|rnjA]]","[[gene|rpoY]]-[[gene|rnjA]]"
"[[gene|yunF]]→[[gene|yunC]]","[[gene|yunF]]-[[gene|yunE]]-[[gene|yunD]]-[[gene|yunC]]"
"[[gene|ilvK]]","[[gene|ilvK]]"
"[[gene|SR7P]]->[[gene|S1134]]","[[gene|SR7P]]-[[gene|S1134]]"
"[[gene|motA]]→[[gene|motB]]","[[gene|motA]]-[[gene|motB]]"
"[[gene|ykzS]]→[[gene|ykvT]]","[[gene|ykzS]]-[[gene|ykvT]]"
"[[gene|menF]]→[[gene|menC]]","[[gene|menF]]-[[gene|menD]]-[[gene|ytxM]]-[[gene|menB]]-[[gene|menE]]-[[gene|menC]]"
"[[gene|lexA]]","[[gene|lexA]]"
"[[gene|sasA]]","[[gene|sasA]]"
"[[gene|abnA]]","[[gene|abnA]]"
"[[gene|liaG]]→[[gene|liaR]]","[[gene|liaG]]-[[gene|liaF]]-[[gene|liaS]]-[[gene|liaR]]"
"[[gene|ctc]]→[[gene|fin]]","[[gene|ctc]]-[[gene|spoVC]]-[[gene|fin]]"
"[[gene|yvaV]]","[[gene|yvaV]]"
"[[gene|yycE]]→[[gene|purA]]","[[gene|yycE]]-[[gene|purA]]"
"[[gene|ganR]]","[[gene|ganR]]"
"[[gene|yfhF]]→[[gene|yfhD]]","[[gene|yfhF]]-[[gene|yfhE]]-[[gene|yfhD]]"
"[[gene|alsS]]→[[gene|alsD]]","[[gene|alsS]]-[[gene|alsD]]"
"[[gene|rpsP]]→[[gene|rplS]]","[[gene|rpsP]]-[[gene|khpA]]-[[gene|ylqD]]-[[gene|rimM]]-[[gene|trmD]]-[[gene|rplS]]"
"[[gene|yhdH]]","[[gene|yhdH]]"
"[[gene|cydD]]","[[gene|cydD]]"
"[[gene|ykvS]]","[[gene|ykvS]]"
"[[gene|phoD]]→[[gene|tatCD]]","[[gene|phoD]]-[[gene|tatAD]]-[[gene|tatCD]]"
"[[gene|rapA]]→[[gene|phrA]]","[[gene|rapA]]-[[gene|phrA]]"
"[[gene|rapG]]→[[gene|phrG]]","[[gene|rapG]]-[[gene|phrG]]"
"[[gene|yodU]]","[[gene|yodU]]"
"[[gene|yfkN]]","[[gene|yfkN]]"
"[[gene|proG]]","[[gene|proG]]"
"[[gene|ddl]]→[[gene|murF]]","[[gene|ddl]]-[[gene|murF]]"
"[[gene|glpF]]→[[gene|glpK]]","[[gene|glpF]]-[[gene|glpK]]"
"[[gene|sacX]]→[[gene|sacY]]","[[gene|sacX]]-[[gene|sacY]]"
"[[gene|yckD]]","[[gene|yckD]]"
"[[gene|motI]]→[[gene|fni]]","[[gene|motI]]-[[gene|ypfB]]-[[gene|cmk]]-[[gene|rpsA]]-[[gene|fni]]"
"[[gene|yxcE]]→[[gene|yxcD]]","[[gene|yxcE]]-[[gene|yxcD]]"
"[[gene|cwlQ]]","[[gene|cwlQ]]"
"[[gene|yvzF]]→[[gene|citG]]","[[gene|yvzF]]-[[gene|citG]]"
"[[gene|trxA]]","[[gene|trxA]]"
"[[gene|pdaB]]","[[gene|pdaB]]"
"[[gene|adhA]]→[[gene|yraA]]","[[gene|adhA]]-[[gene|yraA]]"
"[[gene|rpsP]]→[[gene|rimM]]","[[gene|rpsP]]-[[gene|khpA]]-[[gene|ylqD]]-[[gene|rimM]]"
"[[gene|ywcB]]→[[gene|ywcA]]","[[gene|ywcB]]-[[gene|ywcA]]"
"[[gene|mmr]]","[[gene|mmr]]"
"[[gene|pxpA]]→[[gene|lipC]]","[[gene|pxpA]]-[[gene|ycsG]]-[[gene|ycsI]]-[[gene|pxpB]]-[[gene|pxpC]]-[[gene|kipR]]-[[gene|lipC]]"
"[[gene|cwlH]]","[[gene|cwlH]]"
"[[gene|ycgK]]→[[gene|ycgL]]","[[gene|ycgK]]-[[gene|cah]]-[[gene|ycgL]]"
"[[gene|yabE]]","[[gene|yabE]]"
"[[gene|recJ]]→[[gene|apt]]","[[gene|recJ]]-[[gene|apt]]"
"[[gene|topB]]","[[gene|topB]]"
"[[gene|ytxK]]","[[gene|ytxK]]"
"[[gene|ydgB]]→[[gene|cotP]]","[[gene|ydgB]]-[[gene|ydgA]]-[[gene|cotP]]"
"[[gene|yueH]]→[[gene|pncB]]","[[gene|yueH]]-[[gene|yueI]]-[[gene|pncA]]-[[gene|pncB]]"
"[[gene|yjhA]]→[[gene|yjhB]]","[[gene|yjhA]]-[[gene|yjhB]]"
"[[gene|mta]]","[[gene|mta]]"
"[[gene|nagP]]","[[gene|nagP]]"
"[[gene|mstX]]→[[gene|yugO]]","[[gene|mstX]]-[[gene|yugO]]"
"[[gene|glcR]]→[[gene|phoC]]","[[gene|glcR]]-[[gene|phoC]]"
"[[gene|ycsA]]","[[gene|ycsA]]"
"[[gene|dnaB]]→[[gene|thrS]]","[[gene|dnaB]]-[[gene|dnaI]]-[[gene|ytxB]]-[[gene|ytxC]]-[[gene|thrS]]"
"[[gene|sdaAB]]→[[gene|recG]]","[[gene|sdaAB]]-[[gene|sdaAA]]-[[gene|recG]]"
"[[gene|ytlA]]→[[gene|ytlD]]","[[gene|ytlA]]-[[gene|ytlC]]-[[gene|ytlD]]"
"[[gene|ypdP]]→[[gene|ypdQ]]","[[gene|ypdP]]-[[gene|ypdQ]]"
"[[gene|fisB]]","[[gene|fisB]]"
"[[gene|nasB]]→[[gene|nasF]]","[[gene|nasB]]-[[gene|nasC]]-[[gene|nasD]]-[[gene|nasE]]-[[gene|nasF]]"
"[[gene|yfmL]]","[[gene|yfmL]]"
"[[gene|ispE]]→[[gene|yabJ]]","[[gene|ispE]]-[[gene|purR]]-[[gene|yabJ]]"
"[[gene|yhfU]]→[[gene|yhfR]]","[[gene|yhfU]]-[[gene|yhfT]]-[[gene|yhfS]]-[[gene|yhfR]]"
"[[gene|sprA]]-[[gene|ypqP]]","[[gene|sprA]]-[[gene|ypqP]]"
"[[gene|ywcI]]→[[gene|sacT]]","[[gene|ywcI]]-[[gene|sacT]]"
"[[gene|ypzJ]]→[[gene|sipS]]","[[gene|ypzJ]]-[[gene|sipS]]"
"[[gene|yonK]]→[[gene|yonH]]","[[gene|yonK]]-[[gene|yonJ]]-[[gene|yonH]]"
"[[gene|yqcG]]→[[gene|yqcF]]","[[gene|yqcG]]-[[gene|yqcF]]"
"[[gene|tnrA]]","[[gene|tnrA]]"
"[[gene|immR]]","[[gene|immR]]"
"[[gene|xtmA]]→[[gene|xlyA]]","[[gene|xtmA]]-[[gene|xtmB]]-[[gene|xkdE]]-[[gene|xkdF]]-[[gene|xkdG]]-[[gene|xkdH]]-[[gene|xkdI]]-[[gene|xkdJ]]-[[gene|xkdK]]-[[gene|xkdM]]-[[gene|xkdN]]-[[gene|xkzB]]-[[gene|xkdO]]-[[gene|xkdP]]-[[gene|xkdQ]]-[[gene|xkdR]]-[[gene|xkdS]]-[[gene|xkdT]]-[[gene|xkdU]]-[[gene|xkzA]]-[[gene|xkdV]]-[[gene|xkdW]]-[[gene|xkdX]]-[[gene|xepA]]-[[gene|xhlA]]-[[gene|xhlB]]-[[gene|xlyA]]"
"[[gene|pghC]]→[[gene|ymaD]]","[[gene|pghC]]-[[gene|ymaD]]"
"[[gene|yusT]]","[[gene|yusT]]"
"[[gene|yozV]]","[[gene|yozV]]"
"[[gene|ymfD]]→[[gene|ymfH]]","[[gene|ymfD]]-[[gene|ymfF]]-[[gene|ymfH]]"
"[[gene|yflD]]->[[gene|yflA]]","[[gene|yflD]]-[[gene|yflB]]-[[gene|yflA]]"
"[[gene|yceB]]","[[gene|yceB]]"
"[[gene|yfnE]]→[[gene|yfnD]]","[[gene|yfnE]]-[[gene|yfnD]]"
"[[gene|hisZ]]→[[gene|hisI]]","[[gene|hisZ]]-[[gene|hisG]]-[[gene|hisD]]-[[gene|hisB]]-[[gene|hisH]]-[[gene|hisA]]-[[gene|hisF]]-[[gene|hisI]]"
"[[gene|ygaB]]","[[gene|ygaB]]"
"[[gene|slrA]]","[[gene|slrA]]"
"[[gene|ywjE]]→[[gene|ywjD]]","[[gene|ywjE]]-[[gene|ywjD]]"
